ID,category,xsection,kfactor,efficiency,name,group,subgroup
407128,Background,10.651,0.24204,1.0,Sherpa_CT10_Zmumu_LO_Pt140_280_CFilterBVeto,Z+jetsCFilterBVeto,mumu
407129,Background,10.658,0.1451,1.0,Sherpa_CT10_Zmumu_LO_Pt140_280_BFilter,Z+jetsBFilter,mumu
407130,Background,0.77951,0.59045,1.0,Sherpa_CT10_Zmumu_LO_Pt280_500_CVetoBVeto,Z+jetsCVetoBVeto,mumu
407131,Background,0.77731,0.25731,1.0,Sherpa_CT10_Zmumu_LO_Pt280_500_CFilterBVeto,Z+jetsCFilterBVeto,mumu
407132,Background,0.77937,0.15126,1.0,Sherpa_CT10_Zmumu_LO_Pt280_500_BFilter,Z+jetsBFilter,mumu
407133,Background,0.048752,0.57288,1.0,Sherpa_CT10_Zmumu_LO_Pt500_700_CVetoBVeto,Z+jetsCVetoBVeto,mumu
407134,Background,0.048568,0.27057,1.0,Sherpa_CT10_Zmumu_LO_Pt500_700_CFilterBVeto,Z+jetsCFilterBVeto,mumu
407135,Background,0.048645,0.15689,1.0,Sherpa_CT10_Zmumu_LO_Pt500_700_BFilter,Z+jetsBFilter,mumu
407136,Background,0.0087842,0.56104,1.0,Sherpa_CT10_Zmumu_LO_Pt700_1000_CVetoBVeto,Z+jetsCVetoBVeto,mumu
407137,Background,0.0087928,0.27877,1.0,Sherpa_CT10_Zmumu_LO_Pt700_1000_CFilterBVeto,Z+jetsCFilterBVeto,mumu
407138,Background,0.008789,0.1584,1.0,Sherpa_CT10_Zmumu_LO_Pt700_1000_BFilter,Z+jetsBFilter,mumu
407139,Background,0.0011822,0.5536,1.0,Sherpa_CT10_Zmumu_LO_Pt1000_E_CMS_CVetoBVeto,Z+jetsCVetoBVeto,mumu
407140,Background,0.0011869,0.29025,1.0,Sherpa_CT10_Zmumu_LO_Pt1000_E_CMS_CFilterBVeto,Z+jetsCFilterBVeto,mumu
407141,Background,0.0011847,0.16236,1.0,Sherpa_CT10_Zmumu_LO_Pt1000_E_CMS_BFilter,Z+jetsBFilter,mumu
407142,Background,2015.2,0.76927,1.0,Sherpa_CT10_Ztautau_LO_Pt0_70_CVetoBVeto,Z+jetsCVetoBVeto,tautau
407143,Background,2015.4,0.14313,1.0,Sherpa_CT10_Ztautau_LO_Pt0_70_CFilterBVeto,Z+jetsCFilterBVeto,tautau
407144,Background,2015.1,0.086399,1.0,Sherpa_CT10_Ztautau_LO_Pt0_70_BFilter,Z+jetsBFilter,tautau
407145,Background,67.307,0.63571,1.0,Sherpa_CT10_Ztautau_LO_Pt70_140_CVetoBVeto,Z+jetsCVetoBVeto,tautau
407146,Background,67.388,0.22554,1.0,Sherpa_CT10_Ztautau_LO_Pt70_140_CFilterBVeto,Z+jetsCFilterBVeto,tautau
407147,Background,67.331,0.13889,1.0,Sherpa_CT10_Ztautau_LO_Pt70_140_BFilter,Z+jetsBFilter,tautau
407148,Background,10.639,0.61364,1.0,Sherpa_CT10_Ztautau_LO_Pt140_280_CVetoBVeto,Z+jetsCVetoBVeto,tautau
407149,Background,10.628,0.24064,1.0,Sherpa_CT10_Ztautau_LO_Pt140_280_CFilterBVeto,Z+jetsCFilterBVeto,tautau
407150,Background,10.637,0.14494,1.0,Sherpa_CT10_Ztautau_LO_Pt140_280_BFilter,Z+jetsBFilter,tautau
407151,Background,0.78053,0.59062,1.0,Sherpa_CT10_Ztautau_LO_Pt280_500_CVetoBVeto,Z+jetsCVetoBVeto,tautau
407152,Background,0.77827,0.25729,1.0,Sherpa_CT10_Ztautau_LO_Pt280_500_CFilterBVeto,Z+jetsCFilterBVeto,tautau
407153,Background,0.77906,0.15091,1.0,Sherpa_CT10_Ztautau_LO_Pt280_500_BFilter,Z+jetsBFilter,tautau
407154,Background,0.048623,0.5727,1.0,Sherpa_CT10_Ztautau_LO_Pt500_700_CVetoBVeto,Z+jetsCVetoBVeto,tautau
407155,Background,0.048541,0.27016,1.0,Sherpa_CT10_Ztautau_LO_Pt500_700_CFilterBVeto,Z+jetsCFilterBVeto,tautau
407156,Background,0.048655,0.15639,1.0,Sherpa_CT10_Ztautau_LO_Pt500_700_BFilter,Z+jetsBFilter,tautau
407157,Background,0.0087771,0.56491,1.0,Sherpa_CT10_Ztautau_LO_Pt700_1000_CVetoBVeto,Z+jetsCVetoBVeto,tautau
407158,Background,0.0087824,0.27658,1.0,Sherpa_CT10_Ztautau_LO_Pt700_1000_CFilterBVeto,Z+jetsCFilterBVeto,tautau
407159,Background,0.0087692,0.15973,1.0,Sherpa_CT10_Ztautau_LO_Pt700_1000_BFilter,Z+jetsBFilter,tautau
407160,Background,0.0011815,0.55312,1.0,Sherpa_CT10_Ztautau_LO_Pt1000_E_CMS_CVetoBVeto,Z+jetsCVetoBVeto,tautau
407161,Background,0.0011933,0.28704,1.0,Sherpa_CT10_Ztautau_LO_Pt1000_E_CMS_CFilterBVeto,Z+jetsCFilterBVeto,tautau
407162,Background,0.0011847,0.1642,1.0,Sherpa_CT10_Ztautau_LO_Pt1000_E_CMS_BFilter,Z+jetsBFilter,tautau
