ID,category,xsection,kfactor,efficiency,name,group,subgroup
200440,Background,11.795,1.18,1.0,AlpgenPythia_Auto_P2011C_ZmumuccNp0,Z+cc,mumu
200441,Background,7.1123,1.18,1.0,AlpgenPythia_Auto_P2011C_ZmumuccNp1,Z+cc,mumu
200442,Background,3.3708,1.18,1.0,AlpgenPythia_Auto_P2011C_ZmumuccNp2,Z+cc,mumu
200443,Background,1.7059,1.18,1.0,AlpgenPythia_Auto_P2011C_ZmumuccNp3incl,Z+cc,mumu
200448,Background,11.760,1.18,1.0,AlpgenPythia_Auto_P2011C_ZtautauccNp0,Z+cc,tautau
200449,Background,7.1410,1.18,1.0,AlpgenPythia_Auto_P2011C_ZtautauccNp1,Z+cc,tautau
200450,Background,3.3582,1.18,1.0,AlpgenPythia_Auto_P2011C_ZtautauccNp2,Z+cc,tautau
200451,Background,1.7046,1.18,1.0,AlpgenPythia_Auto_P2011C_ZtautauccNp3incl,Z+cc,tautau
178384,Background,167.76,1.18,0.29883,AlpgenPythia_P2011C_ZeeccNp0_Mll10to60_2LeptonFilter5,DYZ+cc,ee
178385,Background,17.058,1.18,0.43912,AlpgenPythia_P2011C_ZeeccNp1_Mll10to60_2LeptonFilter5,DYZ+cc,ee
178386,Background,4.8914,1.18,0.41508,AlpgenPythia_P2011C_ZeeccNp2_Mll10to60_2LeptonFilter5,DYZ+cc,ee
178387,Background,1.6440,1.18,0.45899,AlpgenPythia_P2011C_ZeeccNp3_Mll10to60_2LeptonFilter5,DYZ+cc,ee
178388,Background,167.73,1.18,0.30825,AlpgenPythia_P2011C_ZmumuccNp0_Mll10to60_2LeptonFilter5,DYZ+cc,mumu
178389,Background,17.041,1.18,0.44847,AlpgenPythia_P2011C_ZmumuccNp1_Mll10to60_2LeptonFilter5,DYZ+cc,mumu
178390,Background,4.9346,1.18,0.42117,AlpgenPythia_P2011C_ZmumuccNp2_Mll10to60_2LeptonFilter5,DYZ+cc,mumu
178391,Background,1.6651,1.18,0.45771,AlpgenPythia_P2011C_ZmumuccNp3_Mll10to60_2LeptonFilter5,DYZ+cc,mumu
178392,Background,167.84,1.18,0.015839,AlpgenPythia_P2011C_ZtautauccNp0_Mll10to60_2LeptonFilter5,DYZ+cc,tautau
178393,Background,17.067,1.18,0.072438,AlpgenPythia_P2011C_ZtautauccNp1_Mll10to60_2LeptonFilter5,DYZ+cc,tautau
178394,Background,4.9282,1.18,0.095814,AlpgenPythia_P2011C_ZtautauccNp2_Mll10to60_2LeptonFilter5,DYZ+cc,tautau
178395,Background,1.6627,1.18,0.15380,AlpgenPythia_P2011C_ZtautauccNp3_Mll10to60_2LeptonFilter5,DYZ+cc,tautau
107680,Background,8044.9,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WenuNp0,W+jets,enu
107681,Background,1579.1,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WenuNp1,W+jets,enu
107682,Background,478.51,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WenuNp2,W+jets,enu
107683,Background,133.73,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WenuNp3,W+jets,enu
107684,Background,35.475,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WenuNp4,W+jets,enu
107685,Background,10.656,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WenuNp5,W+jets,enu
107690,Background,8046.3,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WmunuNp0,W+jets,munu
107691,Background,1581.2,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WmunuNp1,W+jets,munu
107692,Background,477.41,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WmunuNp2,W+jets,munu
107693,Background,133.91,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WmunuNp3,W+jets,munu
107694,Background,35.982,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WmunuNp4,W+jets,munu
107695,Background,10.409,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WmunuNp5,W+jets,munu
107700,Background,8028.7,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WtaunuNp0,W+jets,taunu
107701,Background,1578.7,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WtaunuNp1,W+jets,taunu
107702,Background,477.80,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WtaunuNp2,W+jets,taunu
107703,Background,134.01,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WtaunuNp3,W+jets,taunu
107704,Background,35.258,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WtaunuNp4,W+jets,taunu
107705,Background,10.646,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WtaunuNp5,W+jets,taunu
107280,Background,55.682,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WbbNp0,W+jets,bb
107281,Background,45.243,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WbbNp1,W+jets,bb
107282,Background,23.246,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WbbNp2,W+jets,bb
107283,Background,11.144,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WbbNp3,W+jets,bb
117284,Background,150.19,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WccNp0,W+jets,cc
117285,Background,132.68,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WccNp1,W+jets,cc
117286,Background,71.807,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WccNp2,W+jets,cc
117287,Background,30.264,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WccNp3,W+jets,cc
117293,Background,807.89,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WcNp0,W+jets,c
117294,Background,267.61,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WcNp1,W+jets,c
117295,Background,69.823,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WcNp2,W+jets,c
117296,Background,20.547,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WcNp3,W+jets,c
117297,Background,4.3069,1.19,1.0,AlpgenJimmy_AUET2CTEQ6L1_WcNp4,W+jets,c
147025,Background,8126.9,1.15,1.0,AlpgenPythia_Auto_P2011C_WenuNp0,W+jetsAlpPyt,enu
147026,Background,1792.9,1.15,1.0,AlpgenPythia_Auto_P2011C_WenuNp1,W+jetsAlpPyt,enu
147027,Background,542.30,1.15,1.0,AlpgenPythia_Auto_P2011C_WenuNp2,W+jetsAlpPyt,enu
147028,Background,147.66,1.15,1.0,AlpgenPythia_Auto_P2011C_WenuNp3,W+jetsAlpPyt,enu
147029,Background,37.751,1.15,1.0,AlpgenPythia_Auto_P2011C_WenuNp4,W+jetsAlpPyt,enu
